method,dataset,coverage,risk
quest_kg,orgaccess,0.628,0.07430997876857748
quest_kg,orgaccess,0.6293333333333333,0.07627118644067798
quest_kg,orgaccess,0.6306666666666667,0.07610993657505283
quest_kg,orgaccess,0.632,0.07805907172995785
quest_kg,orgaccess,0.6333333333333333,0.07789473684210524
quest_kg,orgaccess,0.6346666666666667,0.07773109243697474
quest_kg,orgaccess,0.636,0.07756813417190778
quest_kg,orgaccess,0.6373333333333333,0.07740585774058573
quest_kg,orgaccess,0.6386666666666667,0.0772442588726514
quest_kg,orgaccess,0.64,0.07708333333333328
quest_kg,orgaccess,0.6413333333333333,0.07692307692307687
quest_kg,orgaccess,0.6426666666666667,0.07676348547717837
quest_kg,orgaccess,0.644,0.07660455486542439
quest_kg,orgaccess,0.6453333333333333,0.07644628099173556
quest_kg,orgaccess,0.6466666666666666,0.07628865979381438
quest_kg,orgaccess,0.648,0.0761316872427984
quest_kg,orgaccess,0.6493333333333333,0.07597535934291577
quest_kg,orgaccess,0.6506666666666666,0.07581967213114749
quest_kg,orgaccess,0.652,0.07566462167689159
quest_kg,orgaccess,0.6533333333333333,0.07551020408163267
quest_kg,orgaccess,0.6546666666666666,0.07535641547861505
quest_kg,orgaccess,0.656,0.07520325203252032
quest_kg,orgaccess,0.6573333333333333,0.07505070993914809
quest_kg,orgaccess,0.6586666666666666,0.0748987854251012
quest_kg,orgaccess,0.66,0.07474747474747478
quest_kg,orgaccess,0.6613333333333333,0.07459677419354838
quest_kg,orgaccess,0.6626666666666666,0.07444668008048294
quest_kg,orgaccess,0.664,0.07429718875502012
quest_kg,orgaccess,0.6653333333333333,0.07414829659318634
quest_kg,orgaccess,0.6666666666666666,0.07399999999999995
quest_kg,orgaccess,0.668,0.07385229540918159
quest_kg,orgaccess,0.6693333333333333,0.07370517928286857
quest_kg,orgaccess,0.6706666666666666,0.07355864811133206
quest_kg,orgaccess,0.672,0.07341269841269837
quest_kg,orgaccess,0.6733333333333333,0.07326732673267322
quest_kg,orgaccess,0.6746666666666666,0.0731225296442688
quest_kg,orgaccess,0.676,0.07297830374753456
quest_kg,orgaccess,0.6773333333333333,0.07283464566929132
quest_kg,orgaccess,0.6786666666666666,0.07269155206286837
quest_kg,orgaccess,0.68,0.0725490196078431
quest_kg,orgaccess,0.6813333333333333,0.07240704500978479
quest_kg,orgaccess,0.6826666666666666,0.072265625
quest_kg,orgaccess,0.684,0.0721247563352827
quest_kg,orgaccess,0.6853333333333333,0.07198443579766534
quest_kg,orgaccess,0.6866666666666666,0.07184466019417479
quest_kg,orgaccess,0.688,0.07170542635658916
quest_kg,orgaccess,0.6893333333333334,0.07156673114119927
quest_kg,orgaccess,0.6906666666666667,0.0714285714285714
quest_kg,orgaccess,0.692,0.07129094412331405
quest_kg,orgaccess,0.6933333333333334,0.07115384615384612
quest_kg,orgaccess,0.6946666666666667,0.07101727447216888
quest_kg,orgaccess,0.696,0.07088122605363989
quest_kg,orgaccess,0.6973333333333334,0.07074569789674956
quest_kg,orgaccess,0.6986666666666667,0.07061068702290074
quest_kg,orgaccess,0.7,0.07047619047619047
quest_kg,orgaccess,0.7013333333333334,0.07034220532319391
quest_kg,orgaccess,0.7026666666666667,0.0702087286527514
quest_kg,orgaccess,0.704,0.07007575757575757
quest_kg,orgaccess,0.7053333333333334,0.06994328922495274
quest_kg,orgaccess,0.7066666666666667,0.06981132075471697
quest_kg,orgaccess,0.708,0.07156308851224102
quest_kg,orgaccess,0.7093333333333334,0.0714285714285714
quest_kg,orgaccess,0.7106666666666667,0.07129455909943716
quest_kg,orgaccess,0.712,0.07116104868913853
quest_kg,orgaccess,0.7133333333333334,0.07102803738317753
quest_kg,orgaccess,0.7146666666666667,0.07089552238805974
quest_kg,orgaccess,0.716,0.07076350093109873
quest_kg,orgaccess,0.7173333333333334,0.07249070631970256
quest_kg,orgaccess,0.7186666666666667,0.07235621521335811
quest_kg,orgaccess,0.72,0.07222222222222219
quest_kg,orgaccess,0.7213333333333334,0.07208872458410354
quest_kg,orgaccess,0.7226666666666667,0.0719557195571956
quest_kg,orgaccess,0.724,0.07182320441988954
quest_kg,orgaccess,0.7253333333333334,0.0716911764705882
quest_kg,orgaccess,0.7266666666666667,0.07155963302752288
quest_kg,orgaccess,0.728,0.0714285714285714
quest_kg,orgaccess,0.7293333333333333,0.07129798903107865
quest_kg,orgaccess,0.7306666666666667,0.07116788321167888
quest_kg,orgaccess,0.732,0.07103825136612019
quest_kg,orgaccess,0.7333333333333333,0.07090909090909092
quest_kg,orgaccess,0.7346666666666667,0.07078039927404722
quest_kg,orgaccess,0.736,0.07065217391304346
quest_kg,orgaccess,0.7373333333333333,0.07052441229656414
quest_kg,orgaccess,0.7386666666666667,0.0703971119133574
quest_kg,orgaccess,0.74,0.07027027027027022
quest_kg,orgaccess,0.7413333333333333,0.07014388489208634
quest_kg,orgaccess,0.7426666666666667,0.0700179533213644
quest_kg,orgaccess,0.744,0.06989247311827962
quest_kg,orgaccess,0.7453333333333333,0.07155635062611809
quest_kg,orgaccess,0.7466666666666667,0.0714285714285714
quest_kg,orgaccess,0.748,0.071301247771836
quest_kg,orgaccess,0.7493333333333333,0.07117437722419928
quest_kg,orgaccess,0.7506666666666667,0.0710479573712256
quest_kg,orgaccess,0.752,0.07092198581560283
quest_kg,orgaccess,0.7533333333333333,0.07079646017699115
quest_kg,orgaccess,0.7546666666666667,0.07067137809187274
quest_kg,orgaccess,0.756,0.07054673721340388
quest_kg,orgaccess,0.7573333333333333,0.07042253521126762
quest_kg,orgaccess,0.7586666666666667,0.07029876977152905
quest_kg,orgaccess,0.76,0.07017543859649122
quest_kg,orgaccess,0.7613333333333333,0.07005253940455336
quest_kg,orgaccess,0.7626666666666667,0.0699300699300699
quest_kg,orgaccess,0.764,0.06980802792321117
quest_kg,orgaccess,0.7653333333333333,0.06968641114982577
quest_kg,orgaccess,0.7666666666666667,0.06956521739130439
quest_kg,orgaccess,0.768,0.06944444444444442
quest_kg,orgaccess,0.7693333333333333,0.06932409012131713
quest_kg,orgaccess,0.7706666666666667,0.0692041522491349
quest_kg,orgaccess,0.772,0.06908462867012088
quest_kg,orgaccess,0.7733333333333333,0.06896551724137934
quest_kg,orgaccess,0.7746666666666666,0.0688468158347676
quest_kg,orgaccess,0.776,0.06872852233676974
quest_kg,orgaccess,0.7773333333333333,0.06861063464837047
quest_kg,orgaccess,0.7786666666666666,0.06849315068493156
quest_kg,orgaccess,0.78,0.06837606837606836
quest_kg,orgaccess,0.7813333333333333,0.06825938566552903
quest_kg,orgaccess,0.7826666666666666,0.0681431005110733
quest_kg,orgaccess,0.784,0.0680272108843537
quest_kg,orgaccess,0.7853333333333333,0.06791171477079794
quest_kg,orgaccess,0.7866666666666666,0.06779661016949157
quest_kg,orgaccess,0.788,0.06768189509306266
quest_kg,orgaccess,0.7893333333333333,0.06756756756756754
quest_kg,orgaccess,0.7906666666666666,0.06745362563237778
quest_kg,orgaccess,0.792,0.06734006734006737
quest_kg,orgaccess,0.7933333333333333,0.0672268907563025
quest_kg,orgaccess,0.7946666666666666,0.06711409395973156
quest_kg,orgaccess,0.796,0.06700167504187604
quest_kg,orgaccess,0.7973333333333333,0.06688963210702337
quest_kg,orgaccess,0.7986666666666666,0.06844741235392315
quest_kg,orgaccess,0.8,0.06833333333333336
quest_kg,orgaccess,0.8013333333333333,0.06821963394342767
quest_kg,orgaccess,0.8026666666666666,0.06810631229235875
quest_kg,orgaccess,0.804,0.06799336650082921
quest_kg,orgaccess,0.8053333333333333,0.06788079470198671
quest_kg,orgaccess,0.8066666666666666,0.06776859504132227
quest_kg,orgaccess,0.808,0.06765676567656764
quest_kg,orgaccess,0.8093333333333333,0.06754530477759468
quest_kg,orgaccess,0.8106666666666666,0.06743421052631582
quest_kg,orgaccess,0.812,0.0673234811165846
quest_kg,orgaccess,0.8133333333333334,0.06721311475409841
quest_kg,orgaccess,0.8146666666666667,0.06710310965630117
quest_kg,orgaccess,0.816,0.06699346405228757
quest_kg,orgaccess,0.8173333333333334,0.06688417618270803
quest_kg,orgaccess,0.8186666666666667,0.0667752442996743
quest_kg,orgaccess,0.82,0.06666666666666665
quest_kg,orgaccess,0.8213333333333334,0.0665584415584416
quest_kg,orgaccess,0.8226666666666667,0.06645056726094001
quest_kg,orgaccess,0.824,0.06796116504854366
quest_kg,orgaccess,0.8253333333333334,0.06785137318255252
quest_kg,orgaccess,0.8266666666666667,0.06774193548387097
quest_kg,orgaccess,0.828,0.06763285024154586
quest_kg,orgaccess,0.8293333333333334,0.067524115755627
quest_kg,orgaccess,0.8306666666666667,0.0674157303370787
quest_kg,orgaccess,0.832,0.06730769230769229
quest_kg,orgaccess,0.8333333333333334,0.06720000000000004
quest_kg,orgaccess,0.8346666666666667,0.06709265175718848
quest_kg,orgaccess,0.836,0.06698564593301437
quest_kg,orgaccess,0.8373333333333334,0.06687898089171973
quest_kg,orgaccess,0.8386666666666667,0.06677265500794916
quest_kg,orgaccess,0.84,0.06666666666666665
quest_kg,orgaccess,0.8413333333333334,0.06656101426307448
quest_kg,orgaccess,0.8426666666666667,0.06645569620253167
quest_kg,orgaccess,0.844,0.06635071090047395
quest_kg,orgaccess,0.8453333333333334,0.06624605678233442
quest_kg,orgaccess,0.8466666666666667,0.06614173228346454
quest_kg,orgaccess,0.848,0.06603773584905659
quest_kg,orgaccess,0.8493333333333334,0.06750392464678179
quest_kg,orgaccess,0.8506666666666667,0.06739811912225702
quest_kg,orgaccess,0.852,0.06885758998435054
quest_kg,orgaccess,0.8533333333333334,0.06874999999999998
quest_kg,orgaccess,0.8546666666666667,0.07020280811232449
quest_kg,orgaccess,0.856,0.07009345794392519
quest_kg,orgaccess,0.8573333333333333,0.07153965785381022
quest_kg,orgaccess,0.8586666666666667,0.0714285714285714
quest_kg,orgaccess,0.86,0.07131782945736431
quest_kg,orgaccess,0.8613333333333333,0.07120743034055732
quest_kg,orgaccess,0.8626666666666667,0.07109737248840808
quest_kg,orgaccess,0.864,0.07098765432098764
quest_kg,orgaccess,0.8653333333333333,0.07087827426810478
quest_kg,orgaccess,0.8666666666666667,0.0707692307692308
quest_kg,orgaccess,0.868,0.07066052227342545
quest_kg,orgaccess,0.8693333333333333,0.07055214723926384
quest_kg,orgaccess,0.8706666666666667,0.07044410413476265
quest_kg,orgaccess,0.872,0.07033639143730885
quest_kg,orgaccess,0.8733333333333333,0.07022900763358775
quest_kg,orgaccess,0.8746666666666667,0.07012195121951215
quest_kg,orgaccess,0.876,0.0700152207001522
quest_kg,orgaccess,0.8773333333333333,0.06990881458966569
quest_kg,orgaccess,0.8786666666666667,0.06980273141122917
quest_kg,orgaccess,0.88,0.0696969696969697
quest_kg,orgaccess,0.8813333333333333,0.06959152798789714
quest_kg,orgaccess,0.8826666666666667,0.06948640483383683
quest_kg,orgaccess,0.884,0.06938159879336347
quest_kg,orgaccess,0.8853333333333333,0.06927710843373491
quest_kg,orgaccess,0.8866666666666667,0.07067669172932334
quest_kg,orgaccess,0.888,0.07057057057057059
quest_kg,orgaccess,0.8893333333333333,0.07046476761619191
quest_kg,orgaccess,0.8906666666666667,0.07035928143712578
quest_kg,orgaccess,0.892,0.07025411061285503
quest_kg,orgaccess,0.8933333333333333,0.07014925373134329
quest_kg,orgaccess,0.8946666666666667,0.07004470938897167
quest_kg,orgaccess,0.896,0.06994047619047616
quest_kg,orgaccess,0.8973333333333333,0.06983655274888556
quest_kg,orgaccess,0.8986666666666666,0.06973293768545996
quest_kg,orgaccess,0.9,0.0696296296296296
quest_kg,orgaccess,0.9013333333333333,0.06952662721893488
quest_kg,orgaccess,0.9026666666666666,0.069423929098966
quest_kg,orgaccess,0.904,0.07079646017699115
quest_kg,orgaccess,0.9053333333333333,0.07069219440353458
quest_kg,orgaccess,0.9066666666666666,0.07058823529411762
quest_kg,orgaccess,0.908,0.07048458149779735
quest_kg,orgaccess,0.9093333333333333,0.0703812316715543
quest_kg,orgaccess,0.9106666666666666,0.07027818448023426
quest_kg,orgaccess,0.912,0.07017543859649122
quest_kg,orgaccess,0.9133333333333333,0.07007299270072997
quest_kg,orgaccess,0.9146666666666666,0.06997084548104959
quest_kg,orgaccess,0.916,0.06986899563318782
quest_kg,orgaccess,0.9173333333333333,0.06976744186046513
quest_kg,orgaccess,0.9186666666666666,0.06966618287373005
quest_kg,orgaccess,0.92,0.06956521739130439
quest_kg,orgaccess,0.9213333333333333,0.06946454413892911
quest_kg,orgaccess,0.9226666666666666,0.06936416184971095
quest_kg,orgaccess,0.924,0.06926406926406925
quest_kg,orgaccess,0.9253333333333333,0.06916426512968299
quest_kg,orgaccess,0.9266666666666666,0.06906474820143882
quest_kg,orgaccess,0.928,0.06896551724137934
quest_kg,orgaccess,0.9293333333333333,0.06886657101865135
quest_kg,orgaccess,0.9306666666666666,0.06876790830945556
quest_kg,orgaccess,0.932,0.06866952789699576
quest_kg,orgaccess,0.9333333333333333,0.06857142857142862
quest_kg,orgaccess,0.9346666666666666,0.0684736091298146
quest_kg,orgaccess,0.936,0.06980056980056981
quest_kg,orgaccess,0.9373333333333334,0.06970128022759603
quest_kg,orgaccess,0.9386666666666666,0.06960227272727271
quest_kg,orgaccess,0.94,0.06950354609929077
quest_kg,orgaccess,0.9413333333333334,0.06940509915014159
quest_kg,orgaccess,0.9426666666666667,0.06930693069306926
quest_kg,orgaccess,0.944,0.0692090395480226
quest_kg,orgaccess,0.9453333333333334,0.0691114245416079
quest_kg,orgaccess,0.9466666666666667,0.06901408450704227
quest_kg,orgaccess,0.948,0.0689170182841069
quest_kg,orgaccess,0.9493333333333334,0.0688202247191011
quest_kg,orgaccess,0.9506666666666667,0.06872370266479666
quest_kg,orgaccess,0.952,0.07002801120448177
quest_kg,orgaccess,0.9533333333333334,0.0699300699300699
quest_kg,orgaccess,0.9546666666666667,0.06983240223463683
quest_kg,orgaccess,0.956,0.06973500697350066
quest_kg,orgaccess,0.9573333333333334,0.0696378830083565
quest_kg,orgaccess,0.9586666666666667,0.06954102920723226
quest_kg,orgaccess,0.96,0.06944444444444442
quest_kg,orgaccess,0.9613333333333334,0.06934812760055475
quest_kg,orgaccess,0.9626666666666667,0.06925207756232687
quest_kg,orgaccess,0.964,0.06915629322268324
quest_kg,orgaccess,0.9653333333333334,0.06906077348066297
quest_kg,orgaccess,0.9666666666666667,0.06896551724137934
quest_kg,orgaccess,0.968,0.06887052341597799
quest_kg,orgaccess,0.9693333333333334,0.06877579092159558
quest_kg,orgaccess,0.9706666666666667,0.06868131868131866
quest_kg,orgaccess,0.972,0.06858710562414261
quest_kg,orgaccess,0.9733333333333334,0.06849315068493156
quest_kg,orgaccess,0.9746666666666667,0.06839945280437754
quest_kg,orgaccess,0.976,0.06830601092896171
quest_kg,orgaccess,0.9773333333333334,0.068212824010914
quest_kg,orgaccess,0.9786666666666667,0.0681198910081744
quest_kg,orgaccess,0.98,0.0680272108843537
quest_kg,orgaccess,0.9813333333333333,0.06793478260869568
quest_kg,orgaccess,0.9826666666666667,0.06784260515603802
quest_kg,orgaccess,0.984,0.0677506775067751
quest_kg,orgaccess,0.9853333333333333,0.06765899864682001
quest_kg,orgaccess,0.9866666666666667,0.06756756756756754
quest_kg,orgaccess,0.988,0.06747638326585692
quest_kg,orgaccess,0.9893333333333333,0.06738544474393526
quest_kg,orgaccess,0.9906666666666667,0.06729475100942128
quest_kg,orgaccess,0.992,0.06720430107526887
quest_kg,orgaccess,0.9933333333333333,0.06711409395973156
quest_kg,orgaccess,0.9946666666666667,0.06702412868632712
quest_kg,orgaccess,0.996,0.06693440428380193
quest_kg,orgaccess,0.9973333333333333,0.0668449197860963
quest_kg,orgaccess,0.9986666666666667,0.06675567423230977
quest_kg,orgaccess,1.0,0.06666666666666665
quest_kg,webqsp,0.002,1.0
quest_kg,webqsp,0.004,1.0
quest_kg,webqsp,0.006,1.0
quest_kg,webqsp,0.008,1.0
quest_kg,webqsp,0.01,1.0
quest_kg,webqsp,0.012,1.0
quest_kg,webqsp,0.014,1.0
quest_kg,webqsp,0.016,1.0
quest_kg,webqsp,0.018,0.8888888888888888
quest_kg,webqsp,0.02,0.8
quest_kg,webqsp,0.022,0.8181818181818181
quest_kg,webqsp,0.024,0.75
quest_kg,webqsp,0.026,0.7692307692307692
quest_kg,webqsp,0.028,0.7857142857142857
quest_kg,webqsp,0.03,0.8
quest_kg,webqsp,0.032,0.8125
quest_kg,webqsp,0.034,0.8235294117647058
quest_kg,webqsp,0.036,0.8333333333333334
quest_kg,webqsp,0.038,0.8421052631578947
quest_kg,webqsp,0.04,0.85
quest_kg,webqsp,0.042,0.8571428571428572
quest_kg,webqsp,0.044,0.8181818181818181
quest_kg,webqsp,0.046,0.8260869565217391
quest_kg,webqsp,0.048,0.8333333333333334
quest_kg,webqsp,0.05,0.84
quest_kg,webqsp,0.052,0.8076923076923077
quest_kg,webqsp,0.054,0.8148148148148149
quest_kg,webqsp,0.056,0.8214285714285714
quest_kg,webqsp,0.058,0.8275862068965517
quest_kg,webqsp,0.06,0.8
quest_kg,webqsp,0.062,0.8064516129032258
quest_kg,webqsp,0.064,0.8125
quest_kg,webqsp,0.066,0.7878787878787878
quest_kg,webqsp,0.068,0.7941176470588236
quest_kg,webqsp,0.07,0.8
quest_kg,webqsp,0.072,0.8055555555555556
quest_kg,webqsp,0.074,0.8108108108108107
quest_kg,webqsp,0.076,0.8157894736842105
quest_kg,webqsp,0.078,0.8205128205128205
quest_kg,webqsp,0.08,0.825
quest_kg,webqsp,0.082,0.8048780487804879
quest_kg,webqsp,0.084,0.8095238095238095
quest_kg,webqsp,0.086,0.813953488372093
quest_kg,webqsp,0.088,0.8181818181818181
quest_kg,webqsp,0.09,0.8222222222222222
quest_kg,webqsp,0.092,0.8260869565217391
quest_kg,webqsp,0.094,0.8297872340425532
quest_kg,webqsp,0.096,0.8333333333333334
quest_kg,webqsp,0.098,0.8367346938775511
quest_kg,webqsp,0.1,0.84
quest_kg,webqsp,0.102,0.8235294117647058
quest_kg,webqsp,0.104,0.8076923076923077
quest_kg,webqsp,0.106,0.8113207547169812
quest_kg,webqsp,0.108,0.8148148148148149
quest_kg,webqsp,0.11,0.8181818181818181
quest_kg,webqsp,0.112,0.8035714285714286
quest_kg,webqsp,0.114,0.7894736842105263
quest_kg,webqsp,0.116,0.7931034482758621
quest_kg,webqsp,0.118,0.7796610169491526
quest_kg,webqsp,0.12,0.7833333333333333
quest_kg,webqsp,0.122,0.7868852459016393
quest_kg,webqsp,0.124,0.7903225806451613
quest_kg,webqsp,0.126,0.7777777777777778
quest_kg,webqsp,0.128,0.78125
quest_kg,webqsp,0.13,0.7846153846153846
quest_kg,webqsp,0.132,0.7727272727272727
quest_kg,webqsp,0.134,0.7761194029850746
quest_kg,webqsp,0.136,0.7794117647058824
quest_kg,webqsp,0.138,0.782608695652174
quest_kg,webqsp,0.14,0.7857142857142857
quest_kg,webqsp,0.142,0.7746478873239436
quest_kg,webqsp,0.144,0.7638888888888888
quest_kg,webqsp,0.146,0.7671232876712328
quest_kg,webqsp,0.148,0.7567567567567568
quest_kg,webqsp,0.15,0.76
quest_kg,webqsp,0.152,0.7631578947368421
quest_kg,webqsp,0.154,0.7662337662337663
quest_kg,webqsp,0.156,0.7692307692307692
quest_kg,webqsp,0.158,0.7721518987341772
quest_kg,webqsp,0.16,0.7625
quest_kg,webqsp,0.162,0.7530864197530864
quest_kg,webqsp,0.164,0.7439024390243902
quest_kg,webqsp,0.166,0.7469879518072289
quest_kg,webqsp,0.168,0.75
quest_kg,webqsp,0.17,0.7529411764705882
quest_kg,webqsp,0.172,0.7441860465116279
quest_kg,webqsp,0.174,0.7471264367816092
quest_kg,webqsp,0.176,0.75
quest_kg,webqsp,0.178,0.752808988764045
quest_kg,webqsp,0.18,0.7555555555555555
quest_kg,webqsp,0.182,0.7582417582417582
quest_kg,webqsp,0.184,0.7608695652173914
quest_kg,webqsp,0.186,0.7526881720430108
quest_kg,webqsp,0.188,0.7553191489361702
quest_kg,webqsp,0.19,0.7578947368421053
quest_kg,webqsp,0.192,0.7604166666666666
quest_kg,webqsp,0.194,0.7628865979381443
quest_kg,webqsp,0.196,0.7653061224489796
quest_kg,webqsp,0.198,0.7676767676767677
quest_kg,webqsp,0.2,0.77
quest_kg,webqsp,0.202,0.7722772277227723
quest_kg,webqsp,0.204,0.7647058823529411
quest_kg,webqsp,0.206,0.7669902912621359
quest_kg,webqsp,0.208,0.7692307692307692
quest_kg,webqsp,0.21,0.7619047619047619
quest_kg,webqsp,0.212,0.7641509433962264
quest_kg,webqsp,0.214,0.7570093457943925
quest_kg,webqsp,0.216,0.75
quest_kg,webqsp,0.218,0.7522935779816513
quest_kg,webqsp,0.22,0.7545454545454545
quest_kg,webqsp,0.222,0.7477477477477478
quest_kg,webqsp,0.224,0.7410714285714286
quest_kg,webqsp,0.226,0.7433628318584071
quest_kg,webqsp,0.228,0.7456140350877193
quest_kg,webqsp,0.23,0.7478260869565218
quest_kg,webqsp,0.232,0.75
quest_kg,webqsp,0.234,0.7521367521367521
quest_kg,webqsp,0.236,0.7542372881355932
quest_kg,webqsp,0.238,0.7563025210084033
quest_kg,webqsp,0.24,0.75
quest_kg,webqsp,0.242,0.7520661157024793
quest_kg,webqsp,0.244,0.7540983606557377
quest_kg,webqsp,0.246,0.7560975609756098
quest_kg,webqsp,0.248,0.75
quest_kg,webqsp,0.25,0.744
quest_kg,webqsp,0.252,0.7380952380952381
quest_kg,webqsp,0.254,0.7401574803149606
quest_kg,webqsp,0.256,0.7421875
quest_kg,webqsp,0.258,0.7441860465116279
quest_kg,webqsp,0.26,0.7384615384615385
quest_kg,webqsp,0.262,0.732824427480916
quest_kg,webqsp,0.264,0.7348484848484849
quest_kg,webqsp,0.266,0.736842105263158
quest_kg,webqsp,0.268,0.7388059701492538
quest_kg,webqsp,0.27,0.7333333333333334
quest_kg,webqsp,0.272,0.7352941176470589
quest_kg,webqsp,0.274,0.7372262773722628
quest_kg,webqsp,0.276,0.7391304347826086
quest_kg,webqsp,0.278,0.7410071942446044
quest_kg,webqsp,0.28,0.7357142857142858
quest_kg,webqsp,0.282,0.7375886524822695
quest_kg,webqsp,0.284,0.7394366197183099
quest_kg,webqsp,0.286,0.7412587412587412
quest_kg,webqsp,0.288,0.7361111111111112
quest_kg,webqsp,0.29,0.7379310344827585
quest_kg,webqsp,0.292,0.7397260273972603
quest_kg,webqsp,0.294,0.7346938775510203
quest_kg,webqsp,0.296,0.7297297297297297
quest_kg,webqsp,0.298,0.7315436241610738
quest_kg,webqsp,0.3,0.7333333333333334
quest_kg,webqsp,0.302,0.7350993377483444
quest_kg,webqsp,0.304,0.736842105263158
quest_kg,webqsp,0.306,0.738562091503268
quest_kg,webqsp,0.308,0.7402597402597403
quest_kg,webqsp,0.31,0.7419354838709677
quest_kg,webqsp,0.312,0.7435897435897436
quest_kg,webqsp,0.314,0.7452229299363058
quest_kg,webqsp,0.316,0.7468354430379747
quest_kg,webqsp,0.318,0.7484276729559749
quest_kg,webqsp,0.32,0.75
quest_kg,webqsp,0.322,0.7453416149068324
quest_kg,webqsp,0.324,0.7469135802469136
quest_kg,webqsp,0.326,0.7423312883435582
quest_kg,webqsp,0.328,0.7378048780487805
quest_kg,webqsp,0.33,0.7393939393939394
quest_kg,webqsp,0.332,0.7409638554216867
quest_kg,webqsp,0.334,0.7365269461077844
quest_kg,webqsp,0.336,0.7380952380952381
quest_kg,webqsp,0.338,0.7396449704142012
quest_kg,webqsp,0.34,0.7411764705882353
quest_kg,webqsp,0.342,0.736842105263158
quest_kg,webqsp,0.344,0.7383720930232558
quest_kg,webqsp,0.346,0.7398843930635839
quest_kg,webqsp,0.348,0.7413793103448276
quest_kg,webqsp,0.35,0.7428571428571429
quest_kg,webqsp,0.352,0.7443181818181819
quest_kg,webqsp,0.354,0.7457627118644068
quest_kg,webqsp,0.356,0.7415730337078652
quest_kg,webqsp,0.358,0.7374301675977654
quest_kg,webqsp,0.36,0.7388888888888889
quest_kg,webqsp,0.362,0.7348066298342542
quest_kg,webqsp,0.364,0.7362637362637363
quest_kg,webqsp,0.366,0.7377049180327868
quest_kg,webqsp,0.368,0.7391304347826086
quest_kg,webqsp,0.37,0.7351351351351352
quest_kg,webqsp,0.372,0.7311827956989247
quest_kg,webqsp,0.374,0.732620320855615
quest_kg,webqsp,0.376,0.7340425531914894
quest_kg,webqsp,0.378,0.7301587301587302
quest_kg,webqsp,0.38,0.7263157894736842
quest_kg,webqsp,0.382,0.7277486910994764
quest_kg,webqsp,0.384,0.7291666666666667
quest_kg,webqsp,0.386,0.7305699481865284
quest_kg,webqsp,0.388,0.731958762886598
quest_kg,webqsp,0.39,0.7333333333333334
quest_kg,webqsp,0.392,0.7346938775510203
quest_kg,webqsp,0.394,0.7360406091370558
quest_kg,webqsp,0.396,0.7373737373737373
quest_kg,webqsp,0.398,0.7386934673366834
quest_kg,webqsp,0.4,0.735
quest_kg,webqsp,0.402,0.736318407960199
quest_kg,webqsp,0.404,0.7376237623762376
quest_kg,webqsp,0.406,0.7339901477832512
quest_kg,webqsp,0.408,0.7303921568627452
quest_kg,webqsp,0.41,0.7317073170731707
quest_kg,webqsp,0.412,0.7330097087378641
quest_kg,webqsp,0.414,0.7342995169082125
quest_kg,webqsp,0.416,0.7355769230769231
quest_kg,webqsp,0.418,0.7320574162679425
quest_kg,webqsp,0.42,0.7333333333333334
quest_kg,webqsp,0.422,0.7345971563981042
quest_kg,webqsp,0.424,0.7311320754716981
quest_kg,webqsp,0.426,0.7323943661971831
quest_kg,webqsp,0.428,0.7336448598130841
quest_kg,webqsp,0.43,0.7302325581395348
quest_kg,webqsp,0.432,0.7314814814814814
quest_kg,webqsp,0.434,0.728110599078341
quest_kg,webqsp,0.436,0.7293577981651376
quest_kg,webqsp,0.438,0.730593607305936
quest_kg,webqsp,0.44,0.7318181818181818
quest_kg,webqsp,0.442,0.7285067873303168
quest_kg,webqsp,0.444,0.7297297297297297
quest_kg,webqsp,0.446,0.7309417040358744
quest_kg,webqsp,0.448,0.7276785714285714
quest_kg,webqsp,0.45,0.7288888888888889
quest_kg,webqsp,0.452,0.7300884955752213
quest_kg,webqsp,0.454,0.7312775330396476
quest_kg,webqsp,0.456,0.7280701754385965
quest_kg,webqsp,0.458,0.7292576419213974
quest_kg,webqsp,0.46,0.7260869565217392
quest_kg,webqsp,0.462,0.7272727272727273
quest_kg,webqsp,0.464,0.728448275862069
quest_kg,webqsp,0.466,0.7296137339055794
quest_kg,webqsp,0.468,0.7307692307692308
quest_kg,webqsp,0.47,0.7319148936170212
quest_kg,webqsp,0.472,0.7330508474576272
quest_kg,webqsp,0.474,0.729957805907173
quest_kg,webqsp,0.476,0.7268907563025211
quest_kg,webqsp,0.478,0.7238493723849373
quest_kg,webqsp,0.48,0.725
quest_kg,webqsp,0.482,0.7261410788381742
quest_kg,webqsp,0.484,0.7231404958677685
quest_kg,webqsp,0.486,0.7242798353909465
quest_kg,webqsp,0.488,0.7254098360655737
quest_kg,webqsp,0.49,0.726530612244898
quest_kg,webqsp,0.492,0.7276422764227642
quest_kg,webqsp,0.494,0.728744939271255
quest_kg,webqsp,0.496,0.7258064516129032
quest_kg,webqsp,0.498,0.7269076305220883
quest_kg,webqsp,0.5,0.728
quest_kg,webqsp,0.502,0.7290836653386454
quest_kg,webqsp,0.504,0.7301587301587302
quest_kg,webqsp,0.506,0.7312252964426877
quest_kg,webqsp,0.508,0.7322834645669292
quest_kg,webqsp,0.51,0.7333333333333334
quest_kg,webqsp,0.512,0.73046875
quest_kg,webqsp,0.514,0.7315175097276265
quest_kg,webqsp,0.516,0.7325581395348837
quest_kg,webqsp,0.518,0.7297297297297297
quest_kg,webqsp,0.52,0.7307692307692308
