method,dataset,coverage,risk
quest_kg,icews18,0.5933333333333334,0.9887640449438202
quest_kg,icews18,0.6,0.9888888888888889
quest_kg,icews18,0.6066666666666667,0.989010989010989
quest_kg,icews18,0.6133333333333333,0.9891304347826086
quest_kg,icews18,0.62,0.989247311827957
quest_kg,icews18,0.6266666666666667,0.9893617021276596
quest_kg,icews18,0.6333333333333333,0.9894736842105263
quest_kg,icews18,0.64,0.9895833333333334
quest_kg,icews18,0.6466666666666666,0.9896907216494846
quest_kg,icews18,0.6533333333333333,0.9897959183673469
quest_kg,icews18,0.66,0.98989898989899
quest_kg,icews18,0.6666666666666666,0.99
quest_kg,icews18,0.6733333333333333,0.9900990099009901
quest_kg,icews18,0.68,0.9901960784313726
quest_kg,icews18,0.6866666666666666,0.9902912621359223
quest_kg,icews18,0.6933333333333334,0.9903846153846154
quest_kg,icews18,0.7,0.9904761904761905
quest_kg,icews18,0.7066666666666667,0.9905660377358491
quest_kg,icews18,0.7133333333333334,0.9906542056074766
quest_kg,icews18,0.72,0.9907407407407407
quest_kg,icews18,0.7266666666666667,0.9908256880733946
quest_kg,icews18,0.7333333333333333,0.990909090909091
quest_kg,icews18,0.74,0.990990990990991
quest_kg,icews18,0.7466666666666667,0.9910714285714286
quest_kg,icews18,0.7533333333333333,0.9911504424778761
quest_kg,icews18,0.76,0.9912280701754386
quest_kg,icews18,0.7666666666666667,0.991304347826087
quest_kg,icews18,0.7733333333333333,0.9913793103448276
quest_kg,icews18,0.78,0.9914529914529915
quest_kg,icews18,0.7866666666666666,0.9915254237288136
quest_kg,icews18,0.7933333333333333,0.9915966386554622
quest_kg,icews18,0.8,0.9916666666666667
quest_kg,icews18,0.8066666666666666,0.9917355371900827
quest_kg,icews18,0.8133333333333334,0.9918032786885246
quest_kg,icews18,0.82,0.991869918699187
quest_kg,icews18,0.8266666666666667,0.9919354838709677
quest_kg,icews18,0.8333333333333334,0.992
quest_kg,icews18,0.84,0.9920634920634921
quest_kg,icews18,0.8466666666666667,0.9921259842519685
quest_kg,icews18,0.8533333333333334,0.9921875
quest_kg,icews18,0.86,0.9922480620155039
quest_kg,icews18,0.8666666666666667,0.9923076923076923
quest_kg,icews18,0.8733333333333333,0.9923664122137404
quest_kg,icews18,0.88,0.9924242424242424
quest_kg,icews18,0.8866666666666667,0.9924812030075187
quest_kg,icews18,0.8933333333333333,0.9925373134328358
quest_kg,icews18,0.9,0.9925925925925926
quest_kg,icews18,0.9066666666666666,0.9926470588235294
quest_kg,icews18,0.9133333333333333,0.9927007299270073
quest_kg,icews18,0.92,0.9927536231884058
quest_kg,icews18,0.9266666666666666,0.9928057553956835
quest_kg,icews18,0.9333333333333333,0.9928571428571429
quest_kg,icews18,0.94,0.9929078014184397
quest_kg,icews18,0.9466666666666667,0.9929577464788732
quest_kg,icews18,0.9533333333333334,0.993006993006993
quest_kg,icews18,0.96,0.9930555555555556
quest_kg,icews18,0.9666666666666667,0.993103448275862
quest_kg,icews18,0.9733333333333334,0.9931506849315068
quest_kg,icews18,0.98,0.9931972789115646
quest_kg,icews18,0.9866666666666667,0.9932432432432432
quest_kg,icews18,0.9933333333333333,0.9932885906040269
quest_kg,icews18,1.0,0.9933333333333333
quest_kg,orgaccess,0.0013333333333333333,0.0
quest_kg,orgaccess,0.0026666666666666666,0.0
quest_kg,orgaccess,0.004,0.0
quest_kg,orgaccess,0.005333333333333333,0.0
quest_kg,orgaccess,0.006666666666666667,0.0
quest_kg,orgaccess,0.008,0.0
quest_kg,orgaccess,0.009333333333333334,0.0
quest_kg,orgaccess,0.010666666666666666,0.0
quest_kg,orgaccess,0.012,0.0
quest_kg,orgaccess,0.013333333333333334,0.0
quest_kg,orgaccess,0.014666666666666666,0.0
quest_kg,orgaccess,0.016,0.0
quest_kg,orgaccess,0.017333333333333333,0.0
quest_kg,orgaccess,0.018666666666666668,0.0
quest_kg,orgaccess,0.02,0.0
quest_kg,orgaccess,0.021333333333333333,0.0
quest_kg,orgaccess,0.02266666666666667,0.0
quest_kg,orgaccess,0.024,0.0
quest_kg,orgaccess,0.025333333333333333,0.0
quest_kg,orgaccess,0.02666666666666667,0.0
quest_kg,orgaccess,0.028,0.0
quest_kg,orgaccess,0.029333333333333333,0.0
quest_kg,orgaccess,0.030666666666666665,0.0
quest_kg,orgaccess,0.032,0.0
quest_kg,orgaccess,0.03333333333333333,0.0
quest_kg,orgaccess,0.034666666666666665,0.038461538461538436
quest_kg,orgaccess,0.036,0.03703703703703709
quest_kg,orgaccess,0.037333333333333336,0.0357142857142857
quest_kg,orgaccess,0.03866666666666667,0.03448275862068961
quest_kg,orgaccess,0.04,0.033333333333333326
quest_kg,orgaccess,0.04133333333333333,0.032258064516129004
quest_kg,orgaccess,0.042666666666666665,0.03125
quest_kg,orgaccess,0.044,0.030303030303030276
quest_kg,orgaccess,0.04533333333333334,0.02941176470588236
quest_kg,orgaccess,0.04666666666666667,0.02857142857142858
quest_kg,orgaccess,0.048,0.02777777777777779
quest_kg,orgaccess,0.04933333333333333,0.027027027027026973
quest_kg,orgaccess,0.050666666666666665,0.02631578947368418
quest_kg,orgaccess,0.052,0.02564102564102566
quest_kg,orgaccess,0.05333333333333334,0.025000000000000022
quest_kg,orgaccess,0.05466666666666667,0.024390243902439046
quest_kg,orgaccess,0.056,0.04761904761904767
quest_kg,orgaccess,0.05733333333333333,0.046511627906976716
quest_kg,orgaccess,0.058666666666666666,0.045454545454545414
quest_kg,orgaccess,0.06,0.0444444444444444
quest_kg,orgaccess,0.06133333333333333,0.06521739130434778
quest_kg,orgaccess,0.06266666666666666,0.06382978723404253
quest_kg,orgaccess,0.064,0.0625
quest_kg,orgaccess,0.06533333333333333,0.061224489795918324
quest_kg,orgaccess,0.06666666666666667,0.06000000000000005
quest_kg,orgaccess,0.068,0.05882352941176472
quest_kg,orgaccess,0.06933333333333333,0.05769230769230771
quest_kg,orgaccess,0.07066666666666667,0.05660377358490565
quest_kg,orgaccess,0.072,0.05555555555555558
quest_kg,orgaccess,0.07333333333333333,0.054545454545454564
quest_kg,orgaccess,0.07466666666666667,0.0535714285714286
quest_kg,orgaccess,0.076,0.052631578947368474
quest_kg,orgaccess,0.07733333333333334,0.06896551724137934
quest_kg,orgaccess,0.07866666666666666,0.06779661016949157
quest_kg,orgaccess,0.08,0.06666666666666665
quest_kg,orgaccess,0.08133333333333333,0.06557377049180324
quest_kg,orgaccess,0.08266666666666667,0.06451612903225812
quest_kg,orgaccess,0.084,0.06349206349206349
quest_kg,orgaccess,0.08533333333333333,0.0625
quest_kg,orgaccess,0.08666666666666667,0.06153846153846154
quest_kg,orgaccess,0.088,0.06060606060606055
quest_kg,orgaccess,0.08933333333333333,0.05970149253731338
quest_kg,orgaccess,0.09066666666666667,0.05882352941176472
quest_kg,orgaccess,0.092,0.05797101449275366
quest_kg,orgaccess,0.09333333333333334,0.05714285714285716
quest_kg,orgaccess,0.09466666666666666,0.05633802816901412
quest_kg,orgaccess,0.096,0.05555555555555558
quest_kg,orgaccess,0.09733333333333333,0.0547945205479452
quest_kg,orgaccess,0.09866666666666667,0.05405405405405406
quest_kg,orgaccess,0.1,0.053333333333333344
quest_kg,orgaccess,0.10133333333333333,0.052631578947368474
quest_kg,orgaccess,0.10266666666666667,0.051948051948051965
quest_kg,orgaccess,0.104,0.05128205128205132
quest_kg,orgaccess,0.10533333333333333,0.05063291139240511
quest_kg,orgaccess,0.10666666666666667,0.050000000000000044
quest_kg,orgaccess,0.108,0.04938271604938271
quest_kg,orgaccess,0.10933333333333334,0.04878048780487809
quest_kg,orgaccess,0.11066666666666666,0.048192771084337394
quest_kg,orgaccess,0.112,0.04761904761904767
quest_kg,orgaccess,0.11333333333333333,0.04705882352941182
quest_kg,orgaccess,0.11466666666666667,0.046511627906976716
quest_kg,orgaccess,0.116,0.04597701149425293
quest_kg,orgaccess,0.11733333333333333,0.045454545454545414
quest_kg,orgaccess,0.11866666666666667,0.0449438202247191
quest_kg,orgaccess,0.12,0.0444444444444444
quest_kg,orgaccess,0.12133333333333333,0.04395604395604391
quest_kg,orgaccess,0.12266666666666666,0.04347826086956519
quest_kg,orgaccess,0.124,0.043010752688172005
quest_kg,orgaccess,0.12533333333333332,0.04255319148936165
quest_kg,orgaccess,0.12666666666666668,0.04210526315789476
quest_kg,orgaccess,0.128,0.05208333333333337
quest_kg,orgaccess,0.12933333333333333,0.05154639175257736
quest_kg,orgaccess,0.13066666666666665,0.05102040816326525
quest_kg,orgaccess,0.132,0.0505050505050505
quest_kg,orgaccess,0.13333333333333333,0.050000000000000044
quest_kg,orgaccess,0.13466666666666666,0.04950495049504955
quest_kg,orgaccess,0.136,0.0490196078431373
quest_kg,orgaccess,0.13733333333333334,0.04854368932038833
quest_kg,orgaccess,0.13866666666666666,0.04807692307692313
quest_kg,orgaccess,0.14,0.04761904761904767
quest_kg,orgaccess,0.14133333333333334,0.047169811320754707
quest_kg,orgaccess,0.14266666666666666,0.04672897196261683
quest_kg,orgaccess,0.144,0.04629629629629628
quest_kg,orgaccess,0.14533333333333334,0.04587155963302747
quest_kg,orgaccess,0.14666666666666667,0.045454545454545414
quest_kg,orgaccess,0.148,0.04504504504504503
quest_kg,orgaccess,0.14933333333333335,0.0535714285714286
quest_kg,orgaccess,0.15066666666666667,0.053097345132743334
quest_kg,orgaccess,0.152,0.052631578947368474
quest_kg,orgaccess,0.15333333333333332,0.05217391304347829
quest_kg,orgaccess,0.15466666666666667,0.051724137931034475
quest_kg,orgaccess,0.156,0.05128205128205132
quest_kg,orgaccess,0.15733333333333333,0.05084745762711862
quest_kg,orgaccess,0.15866666666666668,0.050420168067226934
quest_kg,orgaccess,0.16,0.05833333333333335
quest_kg,orgaccess,0.16133333333333333,0.05785123966942152
quest_kg,orgaccess,0.16266666666666665,0.05737704918032782
quest_kg,orgaccess,0.164,0.05691056910569103
quest_kg,orgaccess,0.16533333333333333,0.056451612903225756
quest_kg,orgaccess,0.16666666666666666,0.05600000000000005
quest_kg,orgaccess,0.168,0.05555555555555558
quest_kg,orgaccess,0.16933333333333334,0.055118110236220486
quest_kg,orgaccess,0.17066666666666666,0.0546875
quest_kg,orgaccess,0.172,0.054263565891472854
quest_kg,orgaccess,0.17333333333333334,0.05384615384615388
quest_kg,orgaccess,0.17466666666666666,0.05343511450381677
quest_kg,orgaccess,0.176,0.05303030303030298
quest_kg,orgaccess,0.17733333333333334,0.052631578947368474
quest_kg,orgaccess,0.17866666666666667,0.052238805970149294
quest_kg,orgaccess,0.18,0.051851851851851816
quest_kg,orgaccess,0.18133333333333335,0.05147058823529416
quest_kg,orgaccess,0.18266666666666667,0.051094890510948954
quest_kg,orgaccess,0.184,0.050724637681159424
quest_kg,orgaccess,0.18533333333333332,0.05035971223021585
quest_kg,orgaccess,0.18666666666666668,0.050000000000000044
quest_kg,orgaccess,0.188,0.049645390070921946
quest_kg,orgaccess,0.18933333333333333,0.04929577464788737
quest_kg,orgaccess,0.19066666666666668,0.04895104895104896
quest_kg,orgaccess,0.192,0.04861111111111116
quest_kg,orgaccess,0.19333333333333333,0.0482758620689655
quest_kg,orgaccess,0.19466666666666665,0.047945205479452024
quest_kg,orgaccess,0.196,0.04761904761904767
quest_kg,orgaccess,0.19733333333333333,0.04729729729729726
quest_kg,orgaccess,0.19866666666666666,0.046979865771812124
quest_kg,orgaccess,0.2,0.046666666666666634
quest_kg,orgaccess,0.20133333333333334,0.04635761589403975
quest_kg,orgaccess,0.20266666666666666,0.046052631578947345
quest_kg,orgaccess,0.204,0.04575163398692805
quest_kg,orgaccess,0.20533333333333334,0.045454545454545414
quest_kg,orgaccess,0.20666666666666667,0.05161290322580647
quest_kg,orgaccess,0.208,0.05128205128205132
quest_kg,orgaccess,0.20933333333333334,0.05095541401273884
quest_kg,orgaccess,0.21066666666666667,0.05063291139240511
quest_kg,orgaccess,0.212,0.05031446540880502
quest_kg,orgaccess,0.21333333333333335,0.050000000000000044
quest_kg,orgaccess,0.21466666666666667,0.0496894409937888
quest_kg,orgaccess,0.216,0.04938271604938271
quest_kg,orgaccess,0.21733333333333332,0.049079754601227044
quest_kg,orgaccess,0.21866666666666668,0.04878048780487809
quest_kg,orgaccess,0.22,0.048484848484848464
quest_kg,orgaccess,0.22133333333333333,0.048192771084337394
quest_kg,orgaccess,0.22266666666666668,0.053892215568862256
quest_kg,orgaccess,0.224,0.0535714285714286
quest_kg,orgaccess,0.22533333333333333,0.053254437869822535
quest_kg,orgaccess,0.22666666666666666,0.05294117647058827
quest_kg,orgaccess,0.228,0.052631578947368474
quest_kg,orgaccess,0.22933333333333333,0.05232558139534882
quest_kg,orgaccess,0.23066666666666666,0.052023121387283267
quest_kg,orgaccess,0.232,0.05747126436781613
quest_kg,orgaccess,0.23333333333333334,0.05714285714285716
quest_kg,orgaccess,0.23466666666666666,0.0625
quest_kg,orgaccess,0.236,0.062146892655367214
quest_kg,orgaccess,0.23733333333333334,0.061797752808988804
quest_kg,orgaccess,0.23866666666666667,0.06145251396648044
quest_kg,orgaccess,0.24,0.061111111111111116
quest_kg,orgaccess,0.24133333333333334,0.06077348066298338
quest_kg,orgaccess,0.24266666666666667,0.06043956043956045
quest_kg,orgaccess,0.244,0.060109289617486295
quest_kg,orgaccess,0.24533333333333332,0.05978260869565222
quest_kg,orgaccess,0.24666666666666667,0.05945945945945941
quest_kg,orgaccess,0.248,0.05913978494623651
quest_kg,orgaccess,0.24933333333333332,0.05882352941176472
quest_kg,orgaccess,0.25066666666666665,0.058510638297872286
quest_kg,orgaccess,0.252,0.05820105820105825
quest_kg,orgaccess,0.25333333333333335,0.05789473684210522
quest_kg,orgaccess,0.25466666666666665,0.05759162303664922
quest_kg,orgaccess,0.256,0.05729166666666663
quest_kg,orgaccess,0.25733333333333336,0.05699481865284972
quest_kg,orgaccess,0.25866666666666666,0.05670103092783507
quest_kg,orgaccess,0.26,0.05641025641025643
quest_kg,orgaccess,0.2613333333333333,0.056122448979591844
quest_kg,orgaccess,0.26266666666666666,0.055837563451776595
quest_kg,orgaccess,0.264,0.05555555555555558
quest_kg,orgaccess,0.2653333333333333,0.055276381909547756
quest_kg,orgaccess,0.26666666666666666,0.05500000000000005
quest_kg,orgaccess,0.268,0.05472636815920395
quest_kg,orgaccess,0.2693333333333333,0.054455445544554504
quest_kg,orgaccess,0.27066666666666667,0.054187192118226646
quest_kg,orgaccess,0.272,0.05392156862745101
quest_kg,orgaccess,0.2733333333333333,0.0536585365853659
quest_kg,orgaccess,0.27466666666666667,0.058252427184465994
quest_kg,orgaccess,0.276,0.05797101449275366
quest_kg,orgaccess,0.2773333333333333,0.05769230769230771
quest_kg,orgaccess,0.2786666666666667,0.0574162679425837
quest_kg,orgaccess,0.28,0.05714285714285716
quest_kg,orgaccess,0.2813333333333333,0.056872037914691975
quest_kg,orgaccess,0.2826666666666667,0.05660377358490565
quest_kg,orgaccess,0.284,0.05633802816901412
quest_kg,orgaccess,0.2853333333333333,0.05607476635514019
quest_kg,orgaccess,0.2866666666666667,0.05581395348837215
quest_kg,orgaccess,0.288,0.05555555555555558
quest_kg,orgaccess,0.28933333333333333,0.055299539170506895
quest_kg,orgaccess,0.2906666666666667,0.05504587155963303
quest_kg,orgaccess,0.292,0.0547945205479452
quest_kg,orgaccess,0.29333333333333333,0.054545454545454564
quest_kg,orgaccess,0.2946666666666667,0.05429864253393668
quest_kg,orgaccess,0.296,0.05405405405405406
quest_kg,orgaccess,0.29733333333333334,0.053811659192825156
quest_kg,orgaccess,0.2986666666666667,0.0535714285714286
quest_kg,orgaccess,0.3,0.053333333333333344
quest_kg,orgaccess,0.30133333333333334,0.053097345132743334
quest_kg,orgaccess,0.30266666666666664,0.052863436123347984
quest_kg,orgaccess,0.304,0.05701754385964908
quest_kg,orgaccess,0.30533333333333335,0.05676855895196509
quest_kg,orgaccess,0.30666666666666664,0.05652173913043479
quest_kg,orgaccess,0.308,0.06060606060606055
quest_kg,orgaccess,0.30933333333333335,0.06034482758620685
quest_kg,orgaccess,0.31066666666666665,0.06008583690987124
quest_kg,orgaccess,0.312,0.05982905982905984
quest_kg,orgaccess,0.31333333333333335,0.05957446808510636
quest_kg,orgaccess,0.31466666666666665,0.05932203389830504
quest_kg,orgaccess,0.316,0.05907172995780585
quest_kg,orgaccess,0.31733333333333336,0.05882352941176472
quest_kg,orgaccess,0.31866666666666665,0.05857740585774063
quest_kg,orgaccess,0.32,0.0625
quest_kg,orgaccess,0.32133333333333336,0.06224066390041494
quest_kg,orgaccess,0.32266666666666666,0.06198347107438018
quest_kg,orgaccess,0.324,0.06172839506172845
quest_kg,orgaccess,0.3253333333333333,0.061475409836065587
quest_kg,orgaccess,0.32666666666666666,0.061224489795918324
quest_kg,orgaccess,0.328,0.060975609756097615
quest_kg,orgaccess,0.3293333333333333,0.06072874493927127
quest_kg,orgaccess,0.33066666666666666,0.06048387096774188
quest_kg,orgaccess,0.332,0.06024096385542166
quest_kg,orgaccess,0.3333333333333333,0.06000000000000005
quest_kg,orgaccess,0.33466666666666667,0.05976095617529875
quest_kg,orgaccess,0.336,0.059523809523809534
quest_kg,orgaccess,0.3373333333333333,0.059288537549407105
quest_kg,orgaccess,0.33866666666666667,0.05905511811023623
quest_kg,orgaccess,0.34,0.05882352941176472
quest_kg,orgaccess,0.3413333333333333,0.05859375
quest_kg,orgaccess,0.3426666666666667,0.05836575875486383
quest_kg,orgaccess,0.344,0.05813953488372092
quest_kg,orgaccess,0.3453333333333333,0.05791505791505791
quest_kg,orgaccess,0.3466666666666667,0.06153846153846154
quest_kg,orgaccess,0.348,0.06130268199233713
quest_kg,orgaccess,0.34933333333333333,0.06106870229007633
quest_kg,orgaccess,0.3506666666666667,0.06083650190114065
quest_kg,orgaccess,0.352,0.06060606060606055
quest_kg,orgaccess,0.35333333333333333,0.060377358490566024
quest_kg,orgaccess,0.3546666666666667,0.06015037593984962
quest_kg,orgaccess,0.356,0.05992509363295884
quest_kg,orgaccess,0.35733333333333334,0.05970149253731338
quest_kg,orgaccess,0.3586666666666667,0.059479553903345694
quest_kg,orgaccess,0.36,0.059259259259259234
quest_kg,orgaccess,0.36133333333333334,0.059040590405904037
quest_kg,orgaccess,0.3626666666666667,0.05882352941176472
quest_kg,orgaccess,0.364,0.05860805860805862
quest_kg,orgaccess,0.36533333333333334,0.058394160583941646
quest_kg,orgaccess,0.36666666666666664,0.05818181818181822
quest_kg,orgaccess,0.368,0.05797101449275366
quest_kg,orgaccess,0.36933333333333335,0.0577617328519856
quest_kg,orgaccess,0.37066666666666664,0.05755395683453235
quest_kg,orgaccess,0.372,0.06093189964157708
quest_kg,orgaccess,0.37333333333333335,0.06071428571428572
quest_kg,orgaccess,0.37466666666666665,0.06049822064056942
quest_kg,orgaccess,0.376,0.06382978723404253
quest_kg,orgaccess,0.37733333333333335,0.06360424028268552
quest_kg,orgaccess,0.37866666666666665,0.06338028169014087
quest_kg,orgaccess,0.38,0.06666666666666665
quest_kg,orgaccess,0.38133333333333336,0.06643356643356646
quest_kg,orgaccess,0.38266666666666665,0.0662020905923345
quest_kg,orgaccess,0.384,0.06597222222222221
quest_kg,orgaccess,0.38533333333333336,0.0692041522491349
quest_kg,orgaccess,0.38666666666666666,0.06896551724137934
quest_kg,orgaccess,0.388,0.07216494845360821
quest_kg,orgaccess,0.3893333333333333,0.07191780821917804
quest_kg,orgaccess,0.39066666666666666,0.07508532423208192
quest_kg,orgaccess,0.392,0.07482993197278909
quest_kg,orgaccess,0.3933333333333333,0.07457627118644072
quest_kg,orgaccess,0.39466666666666667,0.07432432432432434
quest_kg,orgaccess,0.396,0.07407407407407407
quest_kg,orgaccess,0.3973333333333333,0.0738255033557047
quest_kg,orgaccess,0.39866666666666667,0.0735785953177257
quest_kg,orgaccess,0.4,0.07333333333333336
quest_kg,orgaccess,0.4013333333333333,0.07308970099667778
quest_kg,orgaccess,0.4026666666666667,0.07284768211920534
quest_kg,orgaccess,0.404,0.07590759075907594
quest_kg,orgaccess,0.4053333333333333,0.07565789473684215
quest_kg,orgaccess,0.4066666666666667,0.07540983606557372
quest_kg,orgaccess,0.408,0.07516339869281041
quest_kg,orgaccess,0.4093333333333333,0.07491856677524433
quest_kg,orgaccess,0.4106666666666667,0.07467532467532467
quest_kg,orgaccess,0.412,0.0744336569579288
quest_kg,orgaccess,0.41333333333333333,0.0741935483870968
quest_kg,orgaccess,0.4146666666666667,0.07395498392282962
quest_kg,orgaccess,0.416,0.07371794871794868
quest_kg,orgaccess,0.41733333333333333,0.07348242811501593
quest_kg,orgaccess,0.4186666666666667,0.07324840764331209
quest_kg,orgaccess,0.42,0.07301587301587298
quest_kg,orgaccess,0.42133333333333334,0.07278481012658233
quest_kg,orgaccess,0.4226666666666667,0.0725552050473186
quest_kg,orgaccess,0.424,0.07232704402515722
quest_kg,orgaccess,0.42533333333333334,0.07523510971786829
quest_kg,orgaccess,0.4266666666666667,0.078125
quest_kg,orgaccess,0.428,0.07788161993769471
quest_kg,orgaccess,0.42933333333333334,0.07763975155279501
quest_kg,orgaccess,0.43066666666666664,0.08049535603715174
quest_kg,orgaccess,0.432,0.08024691358024694
quest_kg,orgaccess,0.43333333333333335,0.07999999999999996
quest_kg,orgaccess,0.43466666666666665,0.07975460122699385
quest_kg,orgaccess,0.436,0.07951070336391441
quest_kg,orgaccess,0.43733333333333335,0.07926829268292679
quest_kg,orgaccess,0.43866666666666665,0.07902735562310026
quest_kg,orgaccess,0.44,0.07878787878787874
quest_kg,orgaccess,0.44133333333333336,0.08157099697885195
quest_kg,orgaccess,0.44266666666666665,0.08132530120481929
quest_kg,orgaccess,0.444,0.08108108108108103
quest_kg,orgaccess,0.44533333333333336,0.08383233532934131
quest_kg,orgaccess,0.44666666666666666,0.08358208955223878
quest_kg,orgaccess,0.448,0.08333333333333337
quest_kg,orgaccess,0.4493333333333333,0.08308605341246289
quest_kg,orgaccess,0.45066666666666666,0.08284023668639051
quest_kg,orgaccess,0.452,0.08259587020648973
quest_kg,orgaccess,0.4533333333333333,0.08235294117647063
quest_kg,orgaccess,0.45466666666666666,0.08211143695014667
quest_kg,orgaccess,0.456,0.08187134502923976
quest_kg,orgaccess,0.4573333333333333,0.08163265306122447
quest_kg,orgaccess,0.45866666666666667,0.08139534883720934
quest_kg,orgaccess,0.46,0.08115942028985512
quest_kg,orgaccess,0.4613333333333333,0.08092485549132944
quest_kg,orgaccess,0.46266666666666667,0.0806916426512968
quest_kg,orgaccess,0.464,0.08045977011494254
quest_kg,orgaccess,0.4653333333333333,0.08022922636103147
quest_kg,orgaccess,0.4666666666666667,0.07999999999999996
quest_kg,orgaccess,0.468,0.07977207977207978
quest_kg,orgaccess,0.4693333333333333,0.07954545454545459
quest_kg,orgaccess,0.4706666666666667,0.07932011331444755
quest_kg,orgaccess,0.472,0.07909604519774016
quest_kg,orgaccess,0.47333333333333333,0.07887323943661972
